,level,name,classe
https://www.zenithwakfu.com/builder/jgzvw,125,125,xelor
https://www.zenithwakfu.com/builder/ebcaz,95,Hupper,huppermage
https://www.zenithwakfu.com/builder/tcnk9,215,briar215,sacrieur
https://www.zenithwakfu.com/builder/dr744,200,Crazinha,cra
https://www.zenithwakfu.com/builder/jyu76,50,cgfd,osamodas
https://www.zenithwakfu.com/builder/7hzk5,230,7k/77% play with sadida,iop
https://www.zenithwakfu.com/builder/hop1v,245,q,sram
https://www.zenithwakfu.com/builder/cgldv,230,7k/77% play with sadida,iop
https://www.zenithwakfu.com/builder/scaif,185,Yopuka 185,iop
https://www.zenithwakfu.com/builder/q8xky,95,Shodan's sadida poison 95,sadida
https://www.zenithwakfu.com/builder/4rbs3,175,DAMAGEEEEEEEEEEEEEE!,sram
https://www.zenithwakfu.com/builder/cf7mb,125,mf,ecaflip
https://www.zenithwakfu.com/builder/zmcvs,215,p,iop
https://www.zenithwakfu.com/builder/tpwj5,125,13200,pandawa
https://www.zenithwakfu.com/builder/xleae,110,110,huppermage
https://www.zenithwakfu.com/builder/zzqmp,110,adsfad,pandawa
https://www.zenithwakfu.com/builder/rtwhs,65,65,xelor
https://www.zenithwakfu.com/builder/9ox6r,155,niel,sacrieur
https://www.zenithwakfu.com/builder/5lntz,140,eni 140,eniripsa
https://www.zenithwakfu.com/builder/xsq73,245,iguu,xelor
https://www.zenithwakfu.com/builder/dym1y,80,deg,steamer
https://www.zenithwakfu.com/builder/pbh1f,140,140 v7,ecaflip
https://www.zenithwakfu.com/builder/uws2p,140,DPT 140 MELE/DOS,zobal
https://www.zenithwakfu.com/builder/n4hcd,230,sadaddaa,osamodas
https://www.zenithwakfu.com/builder/yhygs,80,Eni80V2,eniripsa
https://www.zenithwakfu.com/builder/raihm,50,scadsad,feca
https://www.zenithwakfu.com/builder/j7c9v,245,Ee,steamer
https://www.zenithwakfu.com/builder/klcsp,140,enu 140,enutrof
https://www.zenithwakfu.com/builder/rywlq,140,140 v6,ecaflip
https://www.zenithwakfu.com/builder/mmbjc,50,[50] nammy/feca,pandawa
https://www.zenithwakfu.com/builder/wvjcj,185,.,steamer
https://www.zenithwakfu.com/builder/4n9bp,110,zam elio 110,eliotrope
https://www.zenithwakfu.com/builder/tsahx,155,Chelor J-,xelor
https://www.zenithwakfu.com/builder/otab3,125,bulle,sram
https://www.zenithwakfu.com/builder/d4dub,180,cra 180,cra
https://www.zenithwakfu.com/builder/pw3ie,170,Iop Opti 170,iop
https://www.zenithwakfu.com/builder/kqh5p,110,110,huppermage
https://www.zenithwakfu.com/builder/r2yxf,230,breche,ecaflip
https://www.zenithwakfu.com/builder/dmock,65,.............,huppermage
https://www.zenithwakfu.com/builder/vh51n,230,iop,iop
https://www.zenithwakfu.com/builder/pkfyg,245,yyyy,sacrieur
https://www.zenithwakfu.com/builder/7mcin,245,gggg,sacrieur
https://www.zenithwakfu.com/builder/httrb,200,HJ,osamodas
https://www.zenithwakfu.com/builder/sa8rl,170,Test,sadida
https://www.zenithwakfu.com/builder/nljzj,200,ShyvanaMod200,osamodas
https://www.zenithwakfu.com/builder/ehf7r,200,nnn,osamodas
https://www.zenithwakfu.com/builder/7sfzm,200,nnn,osamodas
https://www.zenithwakfu.com/builder/bug6o,110,Croc110,ouginak
https://www.zenithwakfu.com/builder/gqdug,65,Panda,pandawa
https://www.zenithwakfu.com/builder/fqdqh,230,exonojmicio,enutrof
https://www.zenithwakfu.com/builder/a0lbe,170,Test,osamodas
https://www.zenithwakfu.com/builder/zddho,140,140 v5,ecaflip
https://www.zenithwakfu.com/builder/uhk2w,50,[50] Eni,eniripsa
https://www.zenithwakfu.com/builder/zta6h,200,cailloux,sacrieur
https://www.zenithwakfu.com/builder/zagwo,200,CRITIQUÉ J_U,roublard
https://www.zenithwakfu.com/builder/lkymb,245,Coco,zobal
https://www.zenithwakfu.com/builder/t1skm,125,Roublard bombe,roublard
https://www.zenithwakfu.com/builder/stc2j,245,q,roublard
https://www.zenithwakfu.com/builder/n3j4o,200,Sadi poison/poupée,sadida
https://www.zenithwakfu.com/builder/dbzq8,200,Sadi 200,eniripsa
https://www.zenithwakfu.com/builder/wvkzw,200,Xelor daños generales,xelor
https://www.zenithwakfu.com/builder/5pzti,65,dar,iop
https://www.zenithwakfu.com/builder/y2oka,245,qa,steamer
https://www.zenithwakfu.com/builder/43kex,245,a,iop
https://www.zenithwakfu.com/builder/euddi,200,eca 200,ecaflip
https://www.zenithwakfu.com/builder/cjem3,245,test,sadida
https://www.zenithwakfu.com/builder/qrl9x,200,Sadi 200,sadida
https://www.zenithwakfu.com/builder/5hbbj,200,Sadi 200,eniripsa
https://www.zenithwakfu.com/builder/2cljq,200,200 supp sadi opti sawedd,sadida
https://www.zenithwakfu.com/builder/etvyv,140,140 v4,ecaflip
https://www.zenithwakfu.com/builder/evokx,125,OPTI set ?,roublard
https://www.zenithwakfu.com/builder/bwodq,200,Hupper mélée 5400,huppermage
https://www.zenithwakfu.com/builder/0eoxf,215,xel CE luna med cost,xelor
https://www.zenithwakfu.com/builder/330us,200,Sadi 200,sadida
https://www.zenithwakfu.com/builder/vxn2h,80,8 pm panda,pandawa
https://www.zenithwakfu.com/builder/oyxx9,80,8 pm panda,pandawa
https://www.zenithwakfu.com/builder/tz2cu,80,8 pm panda,pandawa
https://www.zenithwakfu.com/builder/3ajdw,55,supp,pandawa
https://www.zenithwakfu.com/builder/s4fog,200,Sadi 200,sadida
https://www.zenithwakfu.com/builder/6rgpp,110,Test,ecaflip
https://www.zenithwakfu.com/builder/78hnf,65,ENI 65,eniripsa
https://www.zenithwakfu.com/builder/phlmq,170,Build 1742248894,sacrieur
https://www.zenithwakfu.com/builder/g7wcq,50,dar,iop
https://www.zenithwakfu.com/builder/e5huh,110,110,sacrieur
https://www.zenithwakfu.com/builder/bmog8,230,Hipperwabbit-0.2,huppermage
https://www.zenithwakfu.com/builder/2aft6,65,SACRI 65,sacrieur
https://www.zenithwakfu.com/builder/i02mo,185,Iop mêlée 185,iop
https://www.zenithwakfu.com/builder/h0z7v,200,Sadi 200,sadida
https://www.zenithwakfu.com/builder/uukqc,245,Sacri 245,sadida
https://www.zenithwakfu.com/builder/j4ggu,200,Roub 200,roublard
https://www.zenithwakfu.com/builder/p3snf,245,zefezd,steamer
https://www.zenithwakfu.com/builder/edbvx,140,140 v3,ecaflip
https://www.zenithwakfu.com/builder/ym9mj,155,Watashi,huppermage
https://www.zenithwakfu.com/builder/de0gh,155,watashi,huppermage
https://www.zenithwakfu.com/builder/lp5sz,200,watashi,huppermage
https://www.zenithwakfu.com/builder/6dgpp,245,azdaz,steamer
https://www.zenithwakfu.com/builder/w7xiu,35,POP,iop
https://www.zenithwakfu.com/builder/w3jdt,50,ENU 50,enutrof
https://www.zenithwakfu.com/builder/sdiat,80,aa,ouginak
https://www.zenithwakfu.com/builder/2ebvo,95,hjtutrhdfh,eniripsa
https://www.zenithwakfu.com/builder/faqs4,50,SADI 50,sadida
https://www.zenithwakfu.com/builder/cwx66,125,qdq,pandawa
https://www.zenithwakfu.com/builder/cnesf,245,1,cra
https://www.zenithwakfu.com/builder/tslyy,110,110,xelor
https://www.zenithwakfu.com/builder/czlkn,125,m,eliotrope
https://www.zenithwakfu.com/builder/ljlb9,50,XEL 50,xelor
https://www.zenithwakfu.com/builder/xs2aq,50,Osa Invoc,osamodas
https://www.zenithwakfu.com/builder/yudk7,50,Eni 50 healu,eniripsa
https://www.zenithwakfu.com/builder/tm8gx,50,SACRI 50,sacrieur
https://www.zenithwakfu.com/builder/zsoy8,35,ENU 35,enutrof
https://www.zenithwakfu.com/builder/2p3gm,35,SADI 35,sadida
https://www.zenithwakfu.com/builder/1dq9o,200,test,cra
https://www.zenithwakfu.com/builder/vcrxf,35,XEL 35,xelor
https://www.zenithwakfu.com/builder/tixtu,35,OSA 35,osamodas
https://www.zenithwakfu.com/builder/veonw,35,Eniripsa 35,eniripsa
https://www.zenithwakfu.com/builder/iqxaz,110,110BTF,sacrieur
https://www.zenithwakfu.com/builder/67xrr,135,sasido,sadida
https://www.zenithwakfu.com/builder/wased,80,Perro 80,ouginak
https://www.zenithwakfu.com/builder/pveko,110,110BTF,sacrieur
https://www.zenithwakfu.com/builder/ieqs2,35,SACRI 35,sacrieur
https://www.zenithwakfu.com/builder/gtcrg,155,Eca dist/crit 155,ecaflip
https://www.zenithwakfu.com/builder/vbzl9,125,w,cra
https://www.zenithwakfu.com/builder/hhztr,20,ENU 20,enutrof
https://www.zenithwakfu.com/builder/ruynl,20,SADI 20,sadida
https://www.zenithwakfu.com/builder/mtskp,20,XEL 20,xelor
https://www.zenithwakfu.com/builder/7w8t3,20,OSA 20,osamodas
https://www.zenithwakfu.com/builder/lklqp,20,ENI 20,eniripsa
https://www.zenithwakfu.com/builder/kj7cs,140,build 140,sadida
https://www.zenithwakfu.com/builder/buiga,20,SACRI 20,sacrieur
https://www.zenithwakfu.com/builder/cgnfe,200,Sadi 200,sadida
https://www.zenithwakfu.com/builder/pgvqy,200,Xelopti,xelor
https://www.zenithwakfu.com/builder/p62h9,245,Uejrufj,cra
https://www.zenithwakfu.com/builder/oxg1b,110,110,eniripsa
https://www.zenithwakfu.com/builder/kcd0v,20,osa dpt,osamodas
https://www.zenithwakfu.com/builder/vihxu,185,.,enutrof
https://www.zenithwakfu.com/builder/9ej5u,80,DPT Low Cost,sadida
https://www.zenithwakfu.com/builder/mdioi,185,.,huppermage
https://www.zenithwakfu.com/builder/icbar,170,Aggressive,osamodas
https://www.zenithwakfu.com/builder/w2an1,110,Low Cost Bombasse,roublard
https://www.zenithwakfu.com/builder/pv8ml,170,sacri 170,sacrieur
https://www.zenithwakfu.com/builder/10vvi,155,1,huppermage
https://www.zenithwakfu.com/builder/yyunm,95,Xelor for zehken,xelor
https://www.zenithwakfu.com/builder/riulz,140,build 140,sadida
https://www.zenithwakfu.com/builder/whpy3,95,Test Anu 95,enutrof
https://www.zenithwakfu.com/builder/urmbe,200,lvl 200,xelor
https://www.zenithwakfu.com/builder/mj0xl,50,50 support,feca
https://www.zenithwakfu.com/builder/rufy5,245,Coconut,zobal
https://www.zenithwakfu.com/builder/kl7ti,20,ougi dpt,ouginak
https://www.zenithwakfu.com/builder/ysxuc,20,20 melée,sram
https://www.zenithwakfu.com/builder/nktjy,20,20 dist,huppermage
https://www.zenithwakfu.com/builder/bpzme,20,xel dpt,xelor
https://www.zenithwakfu.com/builder/lxbvk,20,xel dpt,xelor
https://www.zenithwakfu.com/builder/7a0oq,20,xel dpt,xelor
https://www.zenithwakfu.com/builder/5r2go,110,Test,sadida
https://www.zenithwakfu.com/builder/naawv,20,20,huppermage
https://www.zenithwakfu.com/builder/aj7nn,80,AAA,sadida
https://www.zenithwakfu.com/builder/f1yvx,80,HAAA,cra
https://www.zenithwakfu.com/builder/389sn,200,200.2,xelor
https://www.zenithwakfu.com/builder/bnx77,125,elem desenlace,ecaflip
https://www.zenithwakfu.com/builder/brs4o,185,gyrghr,zobal
https://www.zenithwakfu.com/builder/kjp4x,200,panda tank v2,pandawa
https://www.zenithwakfu.com/builder/kflhe,125,Supp,eniripsa
https://www.zenithwakfu.com/builder/kpxv1,155,1,ouginak
https://www.zenithwakfu.com/builder/2qprp,30,ZURKA,ecaflip
https://www.zenithwakfu.com/builder/derc3,30,ZURKA,ecaflip
https://www.zenithwakfu.com/builder/rhmgx,245,.,sacrieur
https://www.zenithwakfu.com/builder/fvrzg,230,IOP CaC,iop
https://www.zenithwakfu.com/builder/tbmrb,185,Marandua 185,sadida
https://www.zenithwakfu.com/builder/yghxb,245,Rengar245mtal,ecaflip
https://www.zenithwakfu.com/builder/pxus9,245,Rengar245mtal,ecaflip
https://www.zenithwakfu.com/builder/fystk,50,sdf,eniripsa
https://www.zenithwakfu.com/builder/6fnlm,110,dfsdfsdfswe,zobal
https://www.zenithwakfu.com/builder/9rb3t,230,breche bobo,sacrieur
https://www.zenithwakfu.com/builder/aza3p,110,air feu,iop
https://www.zenithwakfu.com/builder/i1wy7,200,dddd,sram
https://www.zenithwakfu.com/builder/senqd,200,tank Tsuna,steamer
https://www.zenithwakfu.com/builder/dnzxr,110,maitrise mêlée,iop
https://www.zenithwakfu.com/builder/82pqv,65,Lv 65,sram
https://www.zenithwakfu.com/builder/2mt2d,245,asd,ouginak
https://www.zenithwakfu.com/builder/hdkcg,140,Ert,sadida
https://www.zenithwakfu.com/builder/mc07u,200,dmg,sacrieur
https://www.zenithwakfu.com/builder/ojdvz,245,gths,cra
https://www.zenithwakfu.com/builder/szbf6,215,test,cra
https://www.zenithwakfu.com/builder/s2jqs,245,j78htf,cra
https://www.zenithwakfu.com/builder/j6lpj,50,50,xelor
https://www.zenithwakfu.com/builder/wqzhp,20,20,xelor
https://www.zenithwakfu.com/builder/dxwky,200,Xelor-build rapida,xelor
https://www.zenithwakfu.com/builder/mrvqi,155,.,huppermage
https://www.zenithwakfu.com/builder/usqho,245,{lñ{,ouginak
https://www.zenithwakfu.com/builder/1hccw,20,20,eniripsa
https://www.zenithwakfu.com/builder/svxbo,110,110 stuff berserker,sacrieur
https://www.zenithwakfu.com/builder/gqoug,215,POISONS,sadida
https://www.zenithwakfu.com/builder/oxuso,155,155 Modu,cra
https://www.zenithwakfu.com/builder/lfehr,245,Build racizte,enutrof
https://www.zenithwakfu.com/builder/bcknm,125,Eni hell,eniripsa
https://www.zenithwakfu.com/builder/qce4m,140,build 140,sadida
https://www.zenithwakfu.com/builder/g1mor,230,Iop 140,iop
https://www.zenithwakfu.com/builder/dmdoh,200,Roublard Critiqué J_U,roublard
https://www.zenithwakfu.com/builder/bhkti,170,z,zobal
https://www.zenithwakfu.com/builder/dhvhe,80,GG,sacrieur
https://www.zenithwakfu.com/builder/quxen,110,110BTF,sacrieur
https://www.zenithwakfu.com/builder/plrwy,110,110 stuff berserker idéaliste,sacrieur
https://www.zenithwakfu.com/builder/1uu69,245,d,xelor
https://www.zenithwakfu.com/builder/aducr,155,xelor 155 youness,xelor
https://www.zenithwakfu.com/builder/uheej,110,110,eliotrope
https://www.zenithwakfu.com/builder/gzbr1,200,ghgfhf,eliotrope
https://www.zenithwakfu.com/builder/logii,125,dada,xelor
https://www.zenithwakfu.com/builder/a9qfp,80,3,eniripsa
https://www.zenithwakfu.com/builder/3nvj8,110,Dis eca 110,ecaflip
https://www.zenithwakfu.com/builder/leazs,125,1250,iop
https://www.zenithwakfu.com/builder/xao0c,245,Test,zobal
https://www.zenithwakfu.com/builder/e2le5,95,scoper,ouginak
https://www.zenithwakfu.com/builder/izztr,245,200,ecaflip
https://www.zenithwakfu.com/builder/z0yau,170,.,xelor
https://www.zenithwakfu.com/builder/ohckh,155,éni élém,eniripsa
https://www.zenithwakfu.com/builder/pxeqr,50,XEL 50 et chasses,xelor
https://www.zenithwakfu.com/builder/ufrul,65,hero,sacrieur
https://www.zenithwakfu.com/builder/tjczs,200,eni 200,eniripsa
https://www.zenithwakfu.com/builder/yxbtw,135,",:,:",ouginak
https://www.zenithwakfu.com/builder/hxma5,200,test,huppermage
https://www.zenithwakfu.com/builder/u59yv,245,Monono,pandawa
https://www.zenithwakfu.com/builder/cfwqx,80,8 pm panda,pandawa
https://www.zenithwakfu.com/builder/ua5hu,125,sss,sadida
https://www.zenithwakfu.com/builder/ly0rz,110,INDIRECT DPT,ouginak
https://www.zenithwakfu.com/builder/nxz2e,245,fawf,ouginak
https://www.zenithwakfu.com/builder/bayqv,245,Rengar245mtal,ecaflip
https://www.zenithwakfu.com/builder/jmmlj,155,heal,sadida
https://www.zenithwakfu.com/builder/ybb9l,125,s,sadida
https://www.zenithwakfu.com/builder/rr1x9,215,ano,enutrof
https://www.zenithwakfu.com/builder/fxwwd,155,besvs,ecaflip
https://www.zenithwakfu.com/builder/7hbk2,245,zilot,enutrof
https://www.zenithwakfu.com/builder/o7xff,215,VARGZERKER,sacrieur
https://www.zenithwakfu.com/builder/kgzzj,155,dist,eliotrope
https://www.zenithwakfu.com/builder/65czs,110,110,sacrieur
https://www.zenithwakfu.com/builder/d0yhq,215,SACRIER VARG,sacrieur
https://www.zenithwakfu.com/builder/bpzfe,80,sacricri,sacrieur
https://www.zenithwakfu.com/builder/yxxvd,245,Hh,eliotrope
https://www.zenithwakfu.com/builder/vaxhg,50,CrepuSkull,huppermage
https://www.zenithwakfu.com/builder/qs198,125,tourmenteur,xelor
https://www.zenithwakfu.com/builder/0cp55,155,tank,pandawa
https://www.zenithwakfu.com/builder/femer,245,enupaf,enutrof
https://www.zenithwakfu.com/builder/g2uhn,125,PVM 125,sadida
https://www.zenithwakfu.com/builder/gngvi,230,Hiper,xelor
https://www.zenithwakfu.com/builder/jqywl,215,Broken,iop
https://www.zenithwakfu.com/builder/qy2cg,110,Briar110,sacrieur
https://www.zenithwakfu.com/builder/9iwtm,245,adas,ouginak
https://www.zenithwakfu.com/builder/oi1nm,155,projet blop,sacrieur
https://www.zenithwakfu.com/builder/ltb23,125,gggggggg,huppermage
https://www.zenithwakfu.com/builder/rqedh,215,luis,sram
https://www.zenithwakfu.com/builder/hepbo,155,ñ,cra
https://www.zenithwakfu.com/builder/lwwsy,185,SoupTest,iop
https://www.zenithwakfu.com/builder/qzbol,170,Dksosns,pandawa
https://www.zenithwakfu.com/builder/2dlin,110,test 110,enutrof
https://www.zenithwakfu.com/builder/ocqbx,170,Fessezizi,pandawa
https://www.zenithwakfu.com/builder/1omrh,155,Sacro Melee,sacrieur
https://www.zenithwakfu.com/builder/t7pkb,110,Modu 110,eliotrope
https://www.zenithwakfu.com/builder/kfagp,50,oui,eliotrope
https://www.zenithwakfu.com/builder/t71lo,230,sram teste,sram
https://www.zenithwakfu.com/builder/3oxqs,95,Modu 95,eliotrope
https://www.zenithwakfu.com/builder/ixnlb,50,Osa,eliotrope
https://www.zenithwakfu.com/builder/ze6mu,245,H,iop
https://www.zenithwakfu.com/builder/ufvyh,50,0,eliotrope
https://www.zenithwakfu.com/builder/49fcn,50,Osa,eliotrope
https://www.zenithwakfu.com/builder/qgt5k,155,eni 155,eniripsa
https://www.zenithwakfu.com/builder/zeltr,125,test,cra
https://www.zenithwakfu.com/builder/vxcwh,110,adsfasdf,iop
https://www.zenithwakfu.com/builder/9dlxe,245,Shodan's Eniripsa Dpt indirect 245 build finale,eniripsa
https://www.zenithwakfu.com/builder/aj2uq,110,Test jason,sram
https://www.zenithwakfu.com/builder/ssptj,80,Modu 80,eliotrope
https://www.zenithwakfu.com/builder/hvq0d,200,200 mieux,zobal
https://www.zenithwakfu.com/builder/idvud,95,Offtank Indi,zobal
https://www.zenithwakfu.com/builder/zfvge,110,dist,eliotrope
https://www.zenithwakfu.com/builder/4gues,245,1,ouginak
https://www.zenithwakfu.com/builder/mcpbr,200,200 mieux,zobal
https://www.zenithwakfu.com/builder/omr3x,140,140,huppermage
https://www.zenithwakfu.com/builder/skry5,65,Modu 65,eliotrope
https://www.zenithwakfu.com/builder/2153t,110,Offtank Indi,zobal
https://www.zenithwakfu.com/builder/fvqlg,200,prueba,xelor
https://www.zenithwakfu.com/builder/tuwvs,155,Novato,ecaflip
https://www.zenithwakfu.com/builder/imds5,245,REZ,cra
https://www.zenithwakfu.com/builder/eszdu,140,gg,osamodas
https://www.zenithwakfu.com/builder/4k47i,245,245,feca
https://www.zenithwakfu.com/builder/xfotf,80,787,enutrof
https://www.zenithwakfu.com/builder/x2hp6,65,cra65,cra
https://www.zenithwakfu.com/builder/frvlk,140,ennennene,eniripsa
https://www.zenithwakfu.com/builder/pwobi,185,Gggggg,huppermage
https://www.zenithwakfu.com/builder/u0rka,140,MOD,pandawa
https://www.zenithwakfu.com/builder/t3plm,200,200 cra test,cra
https://www.zenithwakfu.com/builder/tbnja,125,asd,osamodas
https://www.zenithwakfu.com/builder/ohtho,155,apps155,sadida
https://www.zenithwakfu.com/builder/3kg8o,155,eca,ecaflip
https://www.zenithwakfu.com/builder/sccfi,35,a,steamer
https://www.zenithwakfu.com/builder/wmke5,230,fafwqqwe,enutrof
https://www.zenithwakfu.com/builder/9lnlt,35,a,steamer
https://www.zenithwakfu.com/builder/6qzof,110,little,xelor
https://www.zenithwakfu.com/builder/k4lmv,155,melee,huppermage
https://www.zenithwakfu.com/builder/y42b2,35,Stem,steamer
https://www.zenithwakfu.com/builder/epi2h,125,Xelor,xelor
https://www.zenithwakfu.com/builder/euvp8,80,80,osamodas
https://www.zenithwakfu.com/builder/gqljv,80,Excarnul,xelor
https://www.zenithwakfu.com/builder/oocly,140,Eni soin/support,eniripsa
https://www.zenithwakfu.com/builder/elktm,125,test,cra
https://www.zenithwakfu.com/builder/trfa2,20,TFisthisguyevenonabout?,iop
https://www.zenithwakfu.com/builder/sldpc,200,ardiente/constante 2,osamodas
https://www.zenithwakfu.com/builder/ozoaz,80,Zozo 80 do pou,zobal
https://www.zenithwakfu.com/builder/km9l1,140,Build 1742218558,sadida
https://www.zenithwakfu.com/builder/nztyf,155,Inconnu,sadida
https://www.zenithwakfu.com/builder/teq3m,245,L,iop
https://www.zenithwakfu.com/builder/jk2xn,65,bouroub,roublard
https://www.zenithwakfu.com/builder/jqmln,80,Eni 80 heal,eniripsa
https://www.zenithwakfu.com/builder/f2jx5,215,sacr,sram
https://www.zenithwakfu.com/builder/spllf,110,cccccccc,huppermage
https://www.zenithwakfu.com/builder/6dxxk,245,First turn clean,xelor
https://www.zenithwakfu.com/builder/beg0g,245,dad,ouginak
https://www.zenithwakfu.com/builder/84jdr,35,/oi,feca
https://www.zenithwakfu.com/builder/bzvsr,230,Aster 444bis,osamodas
https://www.zenithwakfu.com/builder/nl88x,110,110,eniripsa
https://www.zenithwakfu.com/builder/wri8u,245,test,cra
https://www.zenithwakfu.com/builder/54o6i,200,sadi,sadida
https://www.zenithwakfu.com/builder/g0xdy,80,cra 80,cra
https://www.zenithwakfu.com/builder/lak3w,230,.,cra
https://www.zenithwakfu.com/builder/e1ctt,125,tourmenteur,xelor
https://www.zenithwakfu.com/builder/yhgez,245,245 85 rez,iop
https://www.zenithwakfu.com/builder/8twbk,125,Ocra mono,cra
https://www.zenithwakfu.com/builder/i3ixu,245,Aaa,sacrieur
https://www.zenithwakfu.com/builder/zl04a,65,opti,cra
https://www.zenithwakfu.com/builder/uwag1,125,125,sacrieur
https://www.zenithwakfu.com/builder/6ojii,170,170,roublard
https://www.zenithwakfu.com/builder/1gpfr,245,Gearfu - Generated,eniripsa
https://www.zenithwakfu.com/builder/akhdo,155,Test,zobal
https://www.zenithwakfu.com/builder/isdon,110,ethelio,eliotrope
https://www.zenithwakfu.com/builder/hdela,245,test 245,ecaflip
https://www.zenithwakfu.com/builder/3yxwf,200,oui oui enu,cra
https://www.zenithwakfu.com/builder/chvz6,125,Feca support,feca
https://www.zenithwakfu.com/builder/pnwds,110,eca 110,ecaflip
https://www.zenithwakfu.com/builder/vaduo,245,G,huppermage
https://www.zenithwakfu.com/builder/oizys,130,Zodakay,zobal
https://www.zenithwakfu.com/builder/2kmp3,230,aazzae,feca
https://www.zenithwakfu.com/builder/k9ccw,65,Xelor65,xelor
https://www.zenithwakfu.com/builder/2fkqy,230,sadi crit,sadida
https://www.zenithwakfu.com/builder/sjfvy,245,s,steamer
https://www.zenithwakfu.com/builder/spvdw,245,s,steamer
https://www.zenithwakfu.com/builder/zatbc,245,s,steamer
https://www.zenithwakfu.com/builder/103sf,245,Hupper mêlée dos,huppermage
https://www.zenithwakfu.com/builder/ihdb9,245,Test osa dragon,osamodas
https://www.zenithwakfu.com/builder/qbxis,125,Ougi 125 DPT,ouginak
https://www.zenithwakfu.com/builder/cmp7e,125,Ougi 125 DPT,ouginak
https://www.zenithwakfu.com/builder/ums2h,125,Sadida lvl125,sadida
https://www.zenithwakfu.com/builder/t0fcn,170,170,ecaflip
https://www.zenithwakfu.com/builder/yv3k0,230,aazzae,feca
https://www.zenithwakfu.com/builder/pyt1u,110,110,eniripsa
https://www.zenithwakfu.com/builder/zgrqb,65,eni heal full MS,eniripsa
https://www.zenithwakfu.com/builder/bi4uq,245,raaza,ouginak
https://www.zenithwakfu.com/builder/wygsq,245,Build hupper mêlée dos,huppermage
https://www.zenithwakfu.com/builder/ekylt,20,Support/Tank(?),feca
https://www.zenithwakfu.com/builder/oyk8d,80,LowCost,sadida
https://www.zenithwakfu.com/builder/1yz25,230,Eni Poison,eniripsa
https://www.zenithwakfu.com/builder/sfid9,230,giba crybaby,eniripsa
https://www.zenithwakfu.com/builder/yxipn,170,opti 170 distance versa,eliotrope
https://www.zenithwakfu.com/builder/qe45t,245,naraka245,sadida
https://www.zenithwakfu.com/builder/5val9,200,panda tank,pandawa
https://www.zenithwakfu.com/builder/iweaa,50,modu,sram
https://www.zenithwakfu.com/builder/iasjb,140,test,sadida
https://www.zenithwakfu.com/builder/micky,140,hupper full-élem dénouement,huppermage
https://www.zenithwakfu.com/builder/qpexa,80,Grim 80,enutrof
https://www.zenithwakfu.com/builder/tzufv,140,hupper full-élem dénouement,huppermage
https://www.zenithwakfu.com/builder/hsalq,50,XEL 50 et chasses,xelor
https://www.zenithwakfu.com/builder/4txon,80,walico chiclo,zobal
https://www.zenithwakfu.com/builder/kwpne,245,Bry245,sadida
https://www.zenithwakfu.com/builder/puobe,110,dsfq,ecaflip
https://www.zenithwakfu.com/builder/ppwej,110,rdgse,ecaflip
https://www.zenithwakfu.com/builder/ubt4d,110,T Party - Panda 110,pandawa
https://www.zenithwakfu.com/builder/ajqd5,155,Xelor,xelor
https://www.zenithwakfu.com/builder/1epk8,125,Sacro Melee,sacrieur
https://www.zenithwakfu.com/builder/j3cvf,110,T Party - Osa 110,osamodas
https://www.zenithwakfu.com/builder/rx2dy,50,Modu 50,eliotrope
https://www.zenithwakfu.com/builder/mh344,245,fdf,zobal
https://www.zenithwakfu.com/builder/ug2um,65,eni 65,eniripsa
https://www.zenithwakfu.com/builder/63hde,125,125,enutrof
https://www.zenithwakfu.com/builder/bvab4,110,T Party - Ougi 110 [10% crit],ouginak
https://www.zenithwakfu.com/builder/nf3rz,50,XEL 50,xelor
https://www.zenithwakfu.com/builder/dnztu,20,Osa distance 20 gros budget,osamodas
https://www.zenithwakfu.com/builder/cipve,185,Eca 185 test,ecaflip
https://www.zenithwakfu.com/builder/xlogo,110,ngdedw,sacrieur
https://www.zenithwakfu.com/builder/liu7u,215,ELIO,eliotrope
https://www.zenithwakfu.com/builder/1nnms,215,berz,xelor
https://www.zenithwakfu.com/builder/elv1i,215,BERZ 2,xelor
https://www.zenithwakfu.com/builder/ecn89,245,Huhuhu,eliotrope
https://www.zenithwakfu.com/builder/0rv4a,110,Dpt distance T1 110,steamer
https://www.zenithwakfu.com/builder/lby6n,200,OSA,osamodas
https://www.zenithwakfu.com/builder/kqucm,65,feca 50,feca
https://www.zenithwakfu.com/builder/lcqkd,125,oldel,eliotrope
https://www.zenithwakfu.com/builder/9d93p,140,Sram4crit,sram
https://www.zenithwakfu.com/builder/ysv0w,110,sadasdasd,pandawa
https://www.zenithwakfu.com/builder/opv9z,95,IOP ENFERMO,iop
https://www.zenithwakfu.com/builder/k0mhl,230,1,xelor
https://www.zenithwakfu.com/builder/lohym,140,140,sacrieur
https://www.zenithwakfu.com/builder/ndilj,230,asa,enutrof
https://www.zenithwakfu.com/builder/mazhk,140,140,xelor
https://www.zenithwakfu.com/builder/rbqwn,230,asa,enutrof
https://www.zenithwakfu.com/builder/atpve,155,Distance,eliotrope
https://www.zenithwakfu.com/builder/bemvn,95,95,ecaflip
https://www.zenithwakfu.com/builder/gvkgl,230,1,sram
https://www.zenithwakfu.com/builder/zo6kl,65,Zola 65,xelor
https://www.zenithwakfu.com/builder/9q1ad,245,24cock,steamer
https://www.zenithwakfu.com/builder/ffrwa,170,Iop 170,iop
