,PdV,PA,PM,PW,Armure,Armure reçue,Armure donnée,Maîtrise Eau,Résistance Eau(,Maîtrise Terre,Résistance Terre(,Maîtrise Air,Résistance Air(,Maîtrise Feu,Résistance Feu(,Maîtrise cumulée,Dommages Infligés,Soins réalisés,Coup Critique,Parade,Initiative,PO,Esquive,Tacle,Sagesse,Prospection,Contrôle,Volonté,Maîtrise Critique,Résistance Critique,Maîtrise Dos,Résistance Dos,Maîtrise Mêlée,Maîtrise Distance,Maîtrise Soin,Maîtrise Berserk,BQ
https://www.zenithwakfu.com/builder/hyavq,24157,14,4,6,0,10,0,3798,64,4961,67,7639,71,7639,62,9313,33,-22,91,0,10,0,677,195,20,20,1,0,0,34,562,34,1044,34,34,0,
https://www.zenithwakfu.com/builder/bdwq6,22159,14,4,,0,0,0,2451,89,5829,89,228,89,1855,89,6994,57,-22,100,6,10,1,632,803,20,20,1,60,1165,80,0,68,0,0,0,0,500
https://www.zenithwakfu.com/builder/srqsj,2031,7,3,6,0,0,0,153,7,153,7,0,7,153,7,153,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/un4nr,29670,14,5,7,0,0,0,253,83,973,84,3299,83,3299,81,7702,21,8,100,32,10,-1,716,250,20,20,1,0,1110,0,577,0,2716,0,0,0,
https://www.zenithwakfu.com/builder/yz1s3,5228,12,5,6,0,0,0,40,63,342,68,210,60,342,67,742,-25,-50,8,47,0,0,74,248,0,0,1,0,0,10,0,10,285,0,0,115,
https://www.zenithwakfu.com/builder/mixsh,24578,12,6,10,0,0,0,3537,82,1073,82,241,82,3537,82,5732,33,-22,-7,-17,10,10,602,-130,10,10,2,10,36,136,36,116,36,1847,36,204,
https://www.zenithwakfu.com/builder/yw6jg,3912,12,5,6,0,0,0,184,57,462,58,497,57,208,58,1467,8,8,73,0,10,-1,376,375,10,10,2,0,191,30,220,0,559,0,0,0,
https://www.zenithwakfu.com/builder/1ik4k,1461,9,5,6,0,0,0,90,20,257,21,32,21,270,23,606,0,0,16,0,0,1,87,29,0,0,1,0,-24,30,0,8,0,187,173,0,
https://www.zenithwakfu.com/builder/ofo82,12233,11,8,11,0,0,30,1048,79,60,79,426,79,1048,78,1086,-12,8,18,70,50,4,1096,741,20,20,3,0,0,66,0,109,0,38,0,0,
https://www.zenithwakfu.com/builder/ajtir,650,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/qnnwe,32184,11,6,11,0,8,0,237,83,2198,84,2198,78,1087,80,7553,0,0,73,27,432,0,1815,2080,0,0,1,0,1217,82,72,72,3850,72,72,72,
https://www.zenithwakfu.com/builder/5ndwc,1783,9,6,7,0,0,0,233,39,84,39,84,31,214,35,961,0,0,8,4,64,0,65,57,0,0,2,0,0,8,211,0,517,0,0,0,
https://www.zenithwakfu.com/builder/npwwp,2200,6,3,6,0,0,0,0,0,0,0,0,0,0,0,90,0,0,6,0,0,0,0,0,0,0,1,0,60,0,0,0,30,0,0,0,
https://www.zenithwakfu.com/builder/ps2jq,8112,12,5,7,0,10,0,520,62,324,57,90,63,520,63,1956,10,0,25,4,0,0,365,440,0,0,1,0,65,0,75,15,437,42,0,817,
https://www.zenithwakfu.com/builder/dwvxj,2001,12,3,19,0,0,0,255,27,163,27,104,41,334,32,614,0,0,25,2,0,2,373,12,0,0,1,0,0,0,0,0,0,296,0,-16,
https://www.zenithwakfu.com/builder/eozm1,3998,11,4,6,0,10,0,760,38,559,32,41,57,760,56,1046,0,0,11,49,0,1,118,386,0,0,3,0,0,23,35,23,221,0,30,0,
https://www.zenithwakfu.com/builder/tlrkb,11531,13,5,6,3284,0,0,840,81,840,82,101,80,420,79,1180,-55,-50,-7,66,288,1,23,1203,0,0,2,10,0,0,0,10,216,0,30,94,
https://www.zenithwakfu.com/builder/0tbep,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/2pev6,9080,12,4,13,0,0,0,983,54,611,63,74,55,983,59,2236,25,-30,30,3,80,2,277,140,0,0,1,20,142,0,312,10,0,799,0,0,
https://www.zenithwakfu.com/builder/f40fy,9217,13,4,6,0,0,0,1400,74,691,75,124,74,1400,74,2564,18,8,100,0,10,0,759,300,20,20,2,20,426,25,25,25,604,25,59,25,
https://www.zenithwakfu.com/builder/0dxir,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ugdv2,11994,11,6,7,0,0,0,679,84,1028,84,1028,84,226,84,2141,8,8,-2,100,10,0,135,709,10,10,1,0,0,57,0,69,1096,0,17,0,
https://www.zenithwakfu.com/builder/1krsq,4042,13,5,14,0,0,18,0,58,103,58,241,58,298,58,298,-62,-42,101,100,30,2,285,46,10,10,2,-20,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/lxjms,550,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ap6qi,550,6,3,12,0,0,0,8,8,8,8,8,4,8,8,80,0,0,3,0,0,0,96,0,0,0,1,0,24,0,0,0,0,48,0,0,
https://www.zenithwakfu.com/builder/j6ggb,3368,13,5,5,0,0,0,133,47,379,52,492,47,492,52,1578,8,8,13,3,10,0,207,102,20,20,3,-30,18,18,276,18,738,18,18,18,
https://www.zenithwakfu.com/builder/vlggx,7408,12,4,14,0,0,0,574,71,183,69,143,73,574,68,2234,10,0,43,4,0,3,661,40,0,0,2,10,256,0,0,0,0,1404,0,0,
https://www.zenithwakfu.com/builder/vmeut,2881,8,3,6,0,0,0,147,10,0,10,147,18,147,18,275,0,0,7,7,0,0,70,70,0,0,1,0,0,0,0,0,128,0,0,0,
https://www.zenithwakfu.com/builder/xoqsf,14336,12,6,6,0,0,0,1506,82,110,82,1506,82,1506,82,4521,18,8,48,14,10,0,1228,358,10,10,1,0,533,0,895,0,1587,0,0,0,
https://www.zenithwakfu.com/builder/6umd1,26536,14,5,6,0,0,0,711,76,711,82,60,80,711,79,8025,10,0,100,0,0,-2,671,665,0,0,1,20,2927,0,2208,0,2179,0,0,0,
https://www.zenithwakfu.com/builder/kbuo9,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/6kyjf,7162,9,8,6,0,0,0,1026,76,1026,77,237,76,60,77,3140,51,-22,74,0,10,0,318,130,10,10,1,30,456,10,535,20,1123,0,0,0,
https://www.zenithwakfu.com/builder/y37ey,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/rpmx3,2579,6,7,6,0,0,0,366,25,258,25,81,27,366,39,454,0,0,11,0,0,3,135,45,0,0,2,0,74,0,0,0,0,14,0,0,
https://www.zenithwakfu.com/builder/hm85k,7618,13,1,19,0,0,0,617,73,73,73,378,72,1057,74,2449,0,0,100,0,0,3,298,125,0,0,1,0,337,23,23,23,23,963,23,23,
https://www.zenithwakfu.com/builder/g8tl0,643,8,3,6,0,0,0,227,13,227,13,227,13,227,13,227,0,0,11,0,0,0,12,17,0,0,4,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/n6r8k,550,6,3,6,0,0,0,0,6,0,8,0,6,0,5,114,0,0,3,0,0,0,0,96,0,0,1,0,24,0,18,0,24,0,0,48,
https://www.zenithwakfu.com/builder/ssuvw,22314,12,4,18,0,0,20,5402,84,1704,86,5508,83,2995,81,5435,94,0,32,0,80,6,582,170,0,0,1,20,0,0,0,0,0,0,0,-73,
https://www.zenithwakfu.com/builder/rcpzo,1911,7,4,6,0,0,0,0,24,0,24,140,12,140,13,369,0,0,3,3,0,0,65,70,0,0,2,0,22,10,0,0,77,130,0,0,
https://www.zenithwakfu.com/builder/wfp2r,2035,8,7,8,0,0,0,127,38,79,28,20,45,127,36,482,0,0,38,0,0,-1,16,41,0,0,1,20,7,0,0,0,348,0,0,0,
https://www.zenithwakfu.com/builder/szpr3,25934,15,4,8,0,10,0,1783,79,1783,83,60,72,467,80,7837,10,0,116,0,0,-1,841,445,0,0,2,20,1339,0,3216,0,1499,0,0,0,
https://www.zenithwakfu.com/builder/gvcub,16424,12,6,7,0,0,0,1945,75,130,78,1945,75,1540,76,5090,18,8,63,2,10,0,1260,389,10,10,1,0,732,0,198,0,2215,0,0,0,
https://www.zenithwakfu.com/builder/yb6oy,4376,10,6,6,1750,0,0,717,52,221,60,717,59,285,62,1267,0,0,7,13,0,4,395,111,0,0,1,0,0,0,0,0,0,0,550,0,
https://www.zenithwakfu.com/builder/q7mbz,26037,12,3,19,0,0,0,5875,74,2807,63,3066,74,5875,77,5875,50,8,100,20,10,0,1021,465,20,20,1,0,0,80,0,4,0,0,0,0,
https://www.zenithwakfu.com/builder/vvggr,1050,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/cxu2c,5332,10,6,6,1775,0,0,575,51,143,59,40,60,575,61,1025,0,0,4,13,20,4,357,98,0,0,1,0,0,0,0,0,0,0,450,0,
https://www.zenithwakfu.com/builder/anpzs,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ixfsh,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/zc9ml,24210,13,4,,0,0,0,3344,67,493,72,228,67,6674,72,6674,42,0,99,7,0,3,1051,600,0,0,1,-10,0,80,0,4,0,0,0,0,575
https://www.zenithwakfu.com/builder/b9z6c,10061,12,6,9,0,0,96,454,63,775,60,100,61,775,58,973,-20,0,11,0,0,2,170,398,0,0,2,10,0,23,0,95,96,102,0,0,
https://www.zenithwakfu.com/builder/pl904,5930,12,4,7,0,0,0,756,53,421,58,96,58,756,54,1687,10,0,11,3,0,-1,117,222,0,0,2,0,0,0,328,8,581,0,0,22,
https://www.zenithwakfu.com/builder/lv2mu,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/xstfn,3451,11,5,9,0,0,30,914,44,632,44,40,49,914,56,957,8,8,9,11,10,2,175,325,10,10,2,0,16,0,27,0,0,0,0,0,
https://www.zenithwakfu.com/builder/rtnzl,1979,7,3,6,0,0,0,153,11,153,11,0,0,153,11,153,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/oixzl,550,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/t535e,550,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/wxei2,23170,14,3,6,0,0,0,1036,78,60,79,60,79,1036,77,7592,18,8,57,37,10,0,518,365,10,10,1,0,1019,0,212,0,2792,970,0,1563,
https://www.zenithwakfu.com/builder/bi1rv,16742,10,5,9,0,0,0,92,72,2064,72,1382,72,2064,72,6219,28,0,44,46,0,0,583,240,0,0,2,3,2903,32,32,32,656,500,32,32,
https://www.zenithwakfu.com/builder/unt5u,2710,7,4,6,0,0,0,65,4,65,4,0,4,65,4,95,0,0,4,0,0,0,75,0,0,0,1,0,0,0,0,0,30,0,0,0,
https://www.zenithwakfu.com/builder/dbij3,1150,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/xtsgi,26733,13,5,6,0,0,10,3822,82,1015,79,165,80,3928,83,5698,-20,0,-3,0,0,7,776,210,0,0,1,10,0,0,-430,0,0,1445,755,0,
https://www.zenithwakfu.com/builder/tp7zj,2662,10,8,6,0,0,0,410,50,410,50,90,50,201,50,1099,41,-22,84,0,10,-1,229,88,10,10,2,20,182,12,12,12,495,0,0,0,
https://www.zenithwakfu.com/builder/v29k9,7730,13,5,7,0,0,0,848,68,373,68,60,68,848,68,2849,8,8,58,0,10,0,673,130,20,20,1,0,555,10,183,10,0,1263,0,0,
https://www.zenithwakfu.com/builder/gkawp,850,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/sm05a,2443,9,5,12,0,0,0,305,38,103,31,29,24,324,41,623,0,0,2,0,0,0,149,94,0,0,2,0,0,0,0,8,0,299,0,0,
https://www.zenithwakfu.com/builder/mjqtz,1282,12,4,6,0,0,0,0,21,53,30,35,17,53,24,391,0,0,24,5,0,0,53,20,0,0,1,0,0,0,0,0,0,338,0,0,
https://www.zenithwakfu.com/builder/l05cc,2551,13,4,6,0,0,0,419,60,100,60,199,60,381,60,673,0,0,14,11,176,1,51,80,0,0,2,0,0,0,0,0,0,0,254,0,
https://www.zenithwakfu.com/builder/f7nc5,2555,6,3,6,0,0,0,0,4,0,4,0,4,0,4,0,8,8,3,0,10,0,20,20,10,10,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/2au41,4224,12,5,7,0,0,0,779,44,408,49,855,46,520,47,1509,0,0,42,9,0,0,326,415,0,0,1,0,0,0,0,0,554,0,0,100,
https://www.zenithwakfu.com/builder/piias,1058,11,5,10,0,0,0,325,3,194,-2,276,0,325,1,613,146,0,85,0,48,2,-3,5,0,0,1,0,246,0,0,20,0,42,0,0,
https://www.zenithwakfu.com/builder/ez0wh,1065,6,3,6,0,0,0,0,4,0,4,0,4,0,4,0,8,8,3,0,10,0,20,20,20,20,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/lmhve,22260,14,6,7,0,0,74,2432,82,1429,79,60,74,2432,79,3172,-70,-50,100,61,0,6,956,360,0,0,1,10,0,80,0,36,0,510,230,0,
https://www.zenithwakfu.com/builder/9xkvb,850,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/piyqk,1300,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/lygbo,9655,13,4,13,0,0,0,1282,61,707,56,223,57,2197,54,3586,23,-22,61,0,10,2,479,43,10,10,1,0,325,0,0,0,0,1064,0,0,
https://www.zenithwakfu.com/builder/ts3oq,2591,14,3,7,0,0,0,104,45,417,42,417,45,417,46,1104,8,8,85,2,10,0,197,48,10,10,1,-30,197,0,0,0,0,490,0,0,
https://www.zenithwakfu.com/builder/kxnpi,1651,7,3,6,0,0,0,82,8,0,8,82,8,82,8,178,0,0,3,7,0,0,40,40,0,0,1,0,0,15,0,15,96,0,0,0,
https://www.zenithwakfu.com/builder/k7p2e,28084,13,4,8,0,0,0,3955,81,2308,84,742,86,431,88,5958,8,8,64,35,10,5,1014,480,20,20,1,20,529,56,46,46,46,1290,46,46,
https://www.zenithwakfu.com/builder/6cna5,3973,12,5,6,0,0,0,340,51,211,52,94,52,340,48,1330,0,0,78,0,112,2,640,15,0,0,1,0,217,0,-18,8,0,791,0,0,
https://www.zenithwakfu.com/builder/4ydhf,1150,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/nkwo1,9372,13,4,,0,0,10,2743,70,1126,70,614,70,834,71,2743,55,-22,100,20,10,2,555,113,10,10,1,0,0,8,0,0,0,0,0,0,650
https://www.zenithwakfu.com/builder/fmtp2,22752,13,4,9,0,0,30,3939,80,6444,80,3558,80,6444,80,6444,50,8,98,0,10,3,513,314,10,10,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/9f9gv,1184,8,3,6,0,0,0,122,8,0,8,0,8,122,8,122,0,0,3,6,0,0,25,55,0,0,3,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/vhrhd,2548,6,3,6,0,0,0,24,5,0,5,0,5,24,5,48,0,0,3,2,0,0,0,15,0,0,1,0,0,0,0,0,24,0,0,0,
https://www.zenithwakfu.com/builder/fx7p4,22670,12,4,9,0,0,30,3459,85,5964,85,2587,85,5964,85,5964,66,8,99,0,10,3,513,414,10,10,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/nrefj,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ragmu,650,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/xcvpj,28055,13,5,8,0,0,0,2121,84,1050,84,297,84,3636,84,6065,8,8,63,37,10,4,1169,620,20,20,1,20,759,56,112,46,46,1420,46,46,
https://www.zenithwakfu.com/builder/9hfaz,2618,14,3,7,0,0,10,900,52,1116,52,612,52,1116,52,1116,63,-22,82,2,10,1,214,48,10,10,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/uiuoz,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/vkyhl,19282,12,6,10,0,0,0,2585,85,580,85,1838,84,2636,85,3146,-10,0,6,21,0,3,638,238,0,0,2,0,0,50,0,50,0,0,510,0,
https://www.zenithwakfu.com/builder/2jzdm,3530,11,5,8,0,0,0,207,36,122,28,40,43,207,49,1096,0,0,26,4,0,0,175,140,0,0,1,0,60,0,721,10,108,0,0,0,
https://www.zenithwakfu.com/builder/5ho3z,8285,13,2,,0,0,0,4834,41,451,54,70,58,4154,52,5231,8,8,43,8,10,1,685,600,10,10,1,20,57,0,149,0,264,0,0,-73,650
https://www.zenithwakfu.com/builder/sced9,6110,12,6,8,0,0,0,582,49,151,52,420,52,792,54,2479,33,-22,-5,0,10,2,318,178,10,10,5,0,21,29,21,31,21,1208,43,373,
https://www.zenithwakfu.com/builder/l9ovk,4334,13,4,14,0,0,0,561,49,259,58,517,47,650,59,1552,0,0,100,0,0,3,692,40,0,0,3,0,195,0,0,0,0,707,0,0,
https://www.zenithwakfu.com/builder/ioaks,1716,12,5,7,0,0,0,40,39,161,39,119,39,161,39,204,0,0,-2,25,20,1,43,27,0,0,1,0,14,0,3,8,14,0,12,0,
https://www.zenithwakfu.com/builder/6dv6f,1716,12,5,7,0,0,0,40,39,161,39,119,39,161,39,204,0,0,-2,25,20,1,43,27,0,0,1,0,14,0,3,8,14,0,12,0,
https://www.zenithwakfu.com/builder/ckqbi,1847,9,4,6,0,0,0,260,18,82,13,0,23,260,23,309,8,8,20,0,10,0,74,50,20,20,1,0,0,0,0,0,62,0,31,-44,
https://www.zenithwakfu.com/builder/bejct,27214,12,7,8,0,0,0,2797,81,165,81,712,80,2797,82,7612,21,8,36,64,10,-1,1693,955,20,20,3,20,1305,0,311,0,3199,0,0,0,
https://www.zenithwakfu.com/builder/qbfj7,18241,13,5,7,0,0,25,2276,82,371,80,710,82,2238,77,4313,-35,30,5,36,40,5,600,0,0,0,1,30,30,30,-70,110,30,850,1275,-78,
https://www.zenithwakfu.com/builder/oel6a,2597,7,3,6,0,0,0,0,0,0,0,0,0,0,0,39,0,0,7,0,0,0,8,8,0,0,1,0,18,0,21,0,0,0,0,0,
https://www.zenithwakfu.com/builder/onsit,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/zifoc,18626,12,6,8,0,28,137,2598,80,2598,80,105,78,2598,79,3724,10,0,23,50,0,1,513,573,0,0,1,20,0,0,4,0,0,1020,102,0,
https://www.zenithwakfu.com/builder/wtfkx,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/sgqvv,1204,11,4,6,0,0,0,207,37,115,40,83,33,226,42,773,0,0,18,6,0,0,191,35,0,0,2,0,7,7,233,10,286,7,7,7,
https://www.zenithwakfu.com/builder/7iial,2500,6,3,6,0,0,0,22,0,22,11,22,0,22,0,286,0,0,3,0,44,0,132,66,0,0,1,0,99,0,0,0,99,0,0,66,
https://www.zenithwakfu.com/builder/ajtt7,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/fgbcn,1154,10,4,6,0,0,0,259,37,246,38,116,32,278,40,636,0,0,24,2,0,0,47,125,0,0,1,0,0,0,6,0,352,0,0,0,
https://www.zenithwakfu.com/builder/ipg3w,3732,11,5,6,0,0,0,214,50,143,43,375,48,413,43,1110,8,8,11,2,90,3,124,66,10,10,1,0,0,10,-18,0,12,420,283,0,
https://www.zenithwakfu.com/builder/yrapo,2371,6,3,12,0,0,0,360,11,360,11,0,11,360,0,360,0,0,5,7,0,0,60,60,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/dxkwd,381,8,3,6,0,0,0,122,16,122,16,122,16,122,16,177,0,0,9,2,12,0,43,9,0,0,3,0,0,0,0,0,55,0,0,0,
https://www.zenithwakfu.com/builder/jnlil,11376,13,6,10,0,0,82,926,78,638,77,80,78,926,78,950,-72,-42,114,0,26,2,1027,909,20,20,2,10,24,87,0,15,0,0,0,0,
https://www.zenithwakfu.com/builder/vvf9f,3330,12,2,7,0,0,0,70,52,326,54,225,53,326,52,1305,18,8,85,2,10,0,255,91,10,10,2,0,130,12,0,12,441,0,0,408,
https://www.zenithwakfu.com/builder/tny5h,6390,13,4,11,0,0,0,612,57,447,57,40,56,612,64,2287,8,8,-8,3,10,1,171,126,20,20,1,0,0,0,0,0,0,1123,0,552,
https://www.zenithwakfu.com/builder/1whtq,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/a4a6n,15394,13,4,,0,0,10,4630,80,2481,86,1771,80,4630,80,4714,34,8,80,4,90,0,456,554,20,20,1,20,0,0,0,0,192,0,0,-108,425
https://www.zenithwakfu.com/builder/cn4dn,1477,12,4,6,0,0,0,92,40,202,32,77,37,256,37,660,0,0,7,2,0,0,33,204,0,0,1,0,0,0,0,0,248,0,0,156,
https://www.zenithwakfu.com/builder/pw9bb,2500,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/bnw0j,14926,14,1,19,0,0,0,2536,70,130,70,2536,70,2732,71,5415,33,-22,92,8,14,2,989,195,10,10,1,20,924,0,0,0,0,1759,0,0,
https://www.zenithwakfu.com/builder/jom2d,12152,13,2,21,0,0,0,864,68,203,71,1321,70,2391,71,3906,18,8,66,-6,14,2,966,213,10,10,1,20,166,0,0,0,0,1349,0,0,
https://www.zenithwakfu.com/builder/3fjh8,6807,13,3,8,0,0,0,1543,65,875,52,693,48,1543,55,2151,10,0,51,0,0,3,258,88,0,0,2,0,145,0,0,0,0,553,0,-90,
https://www.zenithwakfu.com/builder/jxlpy,2500,6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500
https://www.zenithwakfu.com/builder/zcwp5,9052,7,4,6,0,0,0,60,28,60,28,60,28,60,28,378,0,0,3,0,0,1,318,0,0,0,1,0,0,0,0,0,0,0,318,0,
https://www.zenithwakfu.com/builder/rjyjw,564,9,3,6,0,0,0,109,32,109,32,109,30,109,32,257,-12,8,5,0,10,0,48,20,20,20,1,10,0,0,0,0,0,0,148,0,
https://www.zenithwakfu.com/builder/lqai1,7092,9,1,19,0,0,0,861,40,90,34,861,40,861,40,867,18,8,36,0,14,1,234,60,10,10,1,20,116,0,0,0,0,320,0,-430,
https://www.zenithwakfu.com/builder/aoowj,2120,7,4,6,0,0,0,104,35,0,25,0,25,104,35,304,0,0,7,0,0,2,141,42,0,0,1,0,70,21,0,0,0,113,5,12,
https://www.zenithwakfu.com/builder/ttt3y,700,6,3,6,0,0,-100,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/ta8o8,1550,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/kqnwu,9119,13,5,8,0,10,0,60,78,369,66,579,66,579,66,3232,10,0,55,23,0,0,384,231,0,0,1,0,29,23,0,38,756,1060,0,808,
https://www.zenithwakfu.com/builder/oknbc,7150,11,5,9,0,0,38,449,77,149,77,64,77,541,78,497,-20,10,13,44,80,2,53,149,0,0,1,0,0,30,0,48,0,0,0,-44,
https://www.zenithwakfu.com/builder/t30bp,6170,12,4,7,0,0,0,350,63,681,64,101,64,681,63,2139,10,0,84,3,0,5,378,103,0,0,2,0,368,21,0,21,0,1090,0,0,
https://www.zenithwakfu.com/builder/h4epd,8887,13,4,,0,0,0,2721,66,1487,65,804,65,500,68,2721,40,8,102,20,10,3,743,85,10,10,1,0,0,8,0,0,0,0,0,0,650
https://www.zenithwakfu.com/builder/i9bbs,25095,13,6,8,0,0,30,6537,81,6537,81,2809,81,3159,81,6464,32,0,70,-20,4,5,670,285,0,0,1,20,0,0,0,0,0,0,0,-73,
https://www.zenithwakfu.com/builder/a6gpn,20097,12,6,6,6982,0,0,70,74,1036,76,524,74,1036,74,4192,33,-22,69,11,250,2,338,600,20,20,1,3,60,75,120,35,660,0,0,2316,
https://www.zenithwakfu.com/builder/qutba,2500,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
https://www.zenithwakfu.com/builder/lv2ri,2492,14,3,7,0,0,0,375,48,375,46,375,47,48,46,1057,8,8,83,2,10,0,241,40,10,10,1,0,258,0,6,0,418,0,0,0,
https://www.zenithwakfu.com/builder/lmjet,10201,12,6,6,0,0,0,504,57,95,52,60,54,542,55,1539,0,0,25,49,8,0,293,618,0,0,2,0,0,8,0,80,997,0,0,0,
https://www.zenithwakfu.com/builder/3giu9,5531,11,6,7,0,0,0,40,52,423,61,222,56,423,64,1457,18,8,17,14,50,0,137,329,20,20,1,0,62,0,0,10,585,0,7,380,
https://www.zenithwakfu.com/builder/kfbtu,13592,13,5,7,0,0,0,1765,60,869,61,110,69,1765,68,3765,10,0,95,3,0,-1,450,290,0,0,1,0,438,10,0,10,1562,0,0,0,
